date,sp500_tr_return,cpi_index,treasury_10yr_yield
1871-02-01,0.018393393393393298,0.03053420190373963,0.053233333333333334
1871-03-01,0.029259259259259318,0.014817897616466978,0.05326666666666667
1871-04-01,0.03289949385394064,-0.03649761991431679,0.0533
1871-05-01,0.029887482419127975,-0.022725514277195085,0.05333333333333334
1871-06-01,-0.0037722908093278384,-0.015507047579678582,0.053366666666666666
1871-07-01,-0.014177040110650019,0.0,0.053399999999999996
1871-08-01,0.01726568005637752,-0.01574460125831675,0.05343333333333334
1871-09-01,0.014961725817675742,0.023998093571104752,0.053466666666666676
1871-10-01,-0.04717630853994492,0.015621571201425741,0.053500000000000006
1871-11-01,0.01561365286855465,0.0,0.053533333333333336
1871-12-01,0.026221264367816133,0.02308175871158014,0.053566666666666665
1872-01-01,0.029945499296765155,0.0,0.0536
1872-02-01,0.008688271604938125,0.0,0.05378333333333333
1872-03-01,0.03739754098360648,0.015034272994618049,0.05396666666666666
1872-04-01,0.03229662698412694,0.02222684642470033,0.05415000000000001
1872-05-01,0.004451415701415717,0.0,0.05433333333333334
1872-06-01,-0.005148005148005064,-0.007247851916770327,0.054516666666666665
1872-07-01,-0.0012459389213774763,-0.01460153358673533,0.054700000000000006
1872-08-01,-0.007080065359477028,0.007408948808233489,0.05488333333333333
1872-09-01,-0.013062169312169192,0.007354459990650558,0.05506666666666667
1872-10-01,0.008978114478114252,-0.02190230038010286,0.055249999999999994
1872-11-01,0.0009507042253522613,0.029857004248981592,0.05543333333333333
1872-12-01,0.02929292929292937,-0.014495703833540789,0.05561666666666667
1873-01-01,0.01286160420775806,0.0,0.0558
1873-02-01,0.01280169602087411,0.02205712099123863,0.05570833333333334
1873-03-01,-0.002791262135922401,0.0,0.055616666666666655
1873-04-01,-0.008643183300717672,0.0,0.05552499999999999
1873-05-01,0.007151124338624415,-0.021581103969851124,0.05543333333333333
1873-06-01,-0.00866336633663356,-0.029411580209080048,0.055341666666666664
1873-07-01,0.003304886211512592,0.0,0.05525
1873-08-01,0.005365526492286943,0.0,0.05515833333333333
1873-09-01,-0.07105130784708236,0.0,0.05506666666666667
1873-10-01,-0.08124546114742182,-0.022725514277195085,0.054975
1873-11-01,-0.02928599840891022,-0.031007496557159547,0.054883333333333326
1873-12-01,0.10086633663366329,0.023998093571104752,0.05479166666666666
1874-01-01,0.06052036199095023,0.015621571201425741,0.0547
1874-02-01,0.0359442060085835,0.0,0.05436666666666667
1874-03-01,-0.008854166666666607,0.0,0.05403333333333332
1874-04-01,-0.021670190274841628,-0.015381291264763373,0.0537
1874-05-01,-0.02010869565217377,-0.007814110682915787,0.053366666666666666
1874-06-01,0.0016741071428569843,-0.02362025232929177,0.053033333333333335
1874-07-01,0.006165919282511201,0.008066176187864914,0.0527
1874-08-01,0.00840807174887881,-0.00800163360144492,0.052366666666666666
1874-09-01,0.02181208053691286,0.0,0.052033333333333334
1874-10-01,0.0038546255506608507,-0.016132354070922894,0.051699999999999996
1874-11-01,0.01490066225165565,-0.008191459882277772,0.051366666666666665
1874-12-01,-0.000547045951860059,0.0,0.05103333333333333
1875-01-01,0.006011380323054372,0.0,0.0507
1875-02-01,0.0037628487518357456,0.0,0.050300000000000004
1875-03-01,0.01917770419426046,0.0,0.0499
1875-04-01,0.01888162672476401,0.008259114083959683,0.0495
1875-05-01,-0.033019713261648875,-0.024588334134290533,0.049100000000000005
1875-06-01,-0.014261744966442946,-0.016803056167815734,0.0487
1875-07-01,0.008228691019786849,0.0,0.0483
1875-08-01,0.010440394836750189,0.008541474394306027,0.0479
1875-09-01,-0.0032596371882086528,-0.008469135490373097,0.0475
1875-10-01,-0.010202135774218246,0.0,0.04710000000000001
1875-11-01,0.022141472868217216,-0.008548748871758667,0.0467
1875-12-01,0.005720823798627039,-0.008622461024015012,0.0463
1876-01-01,0.026315789473684292,-0.00869745448633155,0.045899999999999996
1876-02-01,0.01905829596412545,0.0,0.04578333333333333
1876-03-01,0.0033185840707965486,0.0,0.04566666666666666
1876-04-01,-0.032150776053215036,-0.008766297025473713,0.04555000000000001
1876-05-01,-0.031105990783410142,-0.035397897201961175,0.04543333333333333
1876-06-01,-0.0011961722488036397,-0.027528523497831137,0.045316666666666665
1876-07-01,-0.006024096385542244,0.0,0.0452
1876-08-01,-0.035365853658536506,0.00943593209920588,0.045083333333333336
1876-09-01,-0.054707379134860123,0.009347726594249666,0.04496666666666667
1876-10-01,0.0013550135501354532,0.0185144319626951,0.04485
1876-11-01,-0.012261580381471404,0.009092808627969752,0.04473333333333333
1876-12-01,0.001388888888888884,0.0180217489416714,0.044616666666666666
1877-01-01,-0.0016108007448789596,0.01769518214660338,0.044500000000000005
1877-02-01,-0.052542253521126736,-0.02608496152874393,0.04440833333333333
1877-03-01,-0.044099301397205526,-0.044644417500447946,0.044316666666666664
1877-04-01,-0.06563354363827545,0.028035226404979876,0.044225
1877-05-01,0.007205215419501254,0.018185617255939503,0.04413333333333333
1877-06-01,-0.06448412698412698,-0.053574821224353725,0.044041666666666666
1877-07-01,0.051153846153846105,0.00943593209920588,0.043949999999999996
1877-08-01,0.07680409356725137,-0.03738295496375429,0.04385833333333333
1877-09-01,0.06823770491803294,-0.00971074377551026,0.04376666666666667
1877-10-01,0.02696244855967067,0.0,0.043675000000000005
1877-11-01,-0.010090634441087709,-0.01960358858913494,0.043583333333333335
1877-12-01,0.0017893660531698163,0.0,0.043491666666666665
1878-01-01,0.0048512820512820465,-0.030006128935654044,0.0434
1878-02-01,-0.016710256410256363,-0.010302673900155815,0.0433
1878-03-01,0.023781446540880546,-0.020837582183756417,0.0432
1878-04-01,0.03257973251028812,-0.010640513614047605,0.043100000000000006
1878-05-01,0.007652652652652581,-0.032255702408703193,0.043
1878-06-01,0.025573852295409427,-0.022217388040264636,0.0429
1878-07-01,0.025029325513196587,0.011356271640587466,0.04279999999999999
1878-08-01,-0.004231321839080371,0.011238319290541334,0.042699999999999995
1878-09-01,0.024698067632850096,0.0,0.0426
1878-10-01,-0.007062026515151532,-0.011113423093406754,0.0425
1878-11-01,0.0014559386973180821,-0.01122875485032165,0.04239999999999999
1878-12-01,-0.0014409221902016434,-0.022731889394376963,0.0423
1879-01-01,0.04207004830917871,0.011630323934488146,0.042199999999999994
1879-02-01,0.04057960893854751,0.011496614582740695,0.04203333333333333
1879-03-01,-0.012017070979335132,-0.011365944697188376,0.041866666666666656
1879-04-01,0.03713926940639278,-0.01149661458274091,0.0417
1879-05-01,0.04925508399646339,0.0,0.041533333333333325
1879-06-01,0.009094754653130144,-0.011626364760107024,0.04136666666666667
1879-07-01,0.024236111111111125,0.011763127167273268,0.041199999999999994
1879-08-01,0.011412953795379543,0.0,0.041033333333333324
1879-09-01,0.04084766584766575,0.03488107374529969,0.04086666666666666
1879-10-01,0.11288902053712468,0.05618203201248719,0.04069999999999999
1879-11-01,0.05694978632478631,0.053193512507999,0.04053333333333333
1879-12-01,0.0013522650439485862,0.030300685286314223,0.04036666666666667
1880-01-01,0.04209010840108407,0.029417901128846947,0.04019999999999999
1880-02-01,0.021037181996086174,0.0,0.039933333333333335
1880-03-01,0.022676282051282026,0.009517633100136874,0.03966666666666666
1880-04-01,-0.01918238993710686,-0.03773569788930685,0.0394
1880-05-01,-0.07553088803088814,-0.029409555597736836,0.03913333333333333
1880-06-01,0.008211041229909233,-0.02020618916387852,0.03886666666666667
1880-07-01,0.050017397355601956,0.0,0.0386
1880-08-01,0.03992015968063867,0.0,0.03833333333333334
1880-09-01,0.00200706486833635,0.010311449630648208,0.038066666666666665
1880-10-01,0.032979407979407904,0.0,0.0378
1880-11-01,0.05651969981238292,0.010206208929702577,0.037533333333333335
1880-12-01,0.044860368389780136,0.010103094528857525,0.03726666666666667
1881-01-01,0.06371289954337911,-0.010002042943517475,0.037000000000000005
1881-02-01,0.0004038772213246222,0.010103094528857525,0.03693333333333334
1881-03-01,0.015059427336574727,0.0,0.03686666666666667
1881-04-01,0.0005341880341880323,0.009993530538725742,0.0368
1881-05-01,0.048834405144694504,-0.009894648071057683,0.03673333333333334
1881-06-01,0.01602564102564097,0.0,0.03666666666666667
1881-07-01,-0.031218338399189527,0.009993530538725742,0.0366
1881-08-01,-0.019685039370078594,0.01980615260126139,0.036533333333333334
1881-09-01,0.012163978494623695,0.038834711224489796,0.03646666666666667
1881-10-01,-0.011866666666666692,0.009347726594249666,0.0364
1881-11-01,0.010772357723577208,-0.009261155841496617,0.036333333333333336
1881-12-01,-0.024771136241249492,0.0,0.03626666666666667
1882-01-01,-0.010537992235163607,0.0,0.0362
1882-02-01,-0.01745495495495497,0.009347726594249666,0.036208333333333335
1882-03-01,0.0028785261945882823,0.0,0.03621666666666667
1882-04-01,0.0046136101499423265,0.009261156814661933,0.036225
1882-05-01,-0.007497116493656364,0.009168365477610881,0.03623333333333333
1882-06-01,-0.0005837711617047159,0.009092808627969752,0.036241666666666665
1882-07-01,0.06103286384976525,-0.009010874470835784,0.03625
1882-08-01,0.03444444444444428,0.009092808627969752,0.03625833333333334
1882-09-01,0.014023732470334505,-0.027024954747562228,0.03626666666666667
1882-10-01,-0.0229700854700855,-0.009261155841496617,0.036275
1882-11-01,-0.038440417353102885,-0.009347727576512038,0.036283333333333334
1882-12-01,0.009753298909925379,-0.009427901789995573,0.036291666666666667
1883-01-01,-0.0005593607305935944,0.0,0.0363
1883-02-01,-0.017761044176706764,0.009517633100136874,0.036291666666666667
1883-03-01,0.017055457746478986,-0.009427901789995573,0.036283333333333334
1883-04-01,0.02555507246376809,-0.009525739838883926,0.036275
1883-05-01,-0.012433276547416328,-0.00961735213314624,0.03626666666666667
1883-06-01,0.013359329867129066,-0.029123966938775593,0.03625833333333334
1883-07-01,-0.010798969072164932,-0.02000408599213657,0.03625
1883-08-01,-0.04062390924956383,0.0,0.036241666666666665
1883-09-01,0.01595825716026833,-0.010206208822455579,0.03623333333333333
1883-10-01,-0.02217751657625089,0.0,0.036225
1883-11-01,0.01996902106567533,-0.010302673900155815,0.03621666666666667
1883-12-01,-0.016941391941391992,0.010409923951958262,0.036208333333333335
1884-01-01,-0.024839263420724178,0.0,0.0362
1884-02-01,0.03228281853281856,0.0,0.036116666666666665
1884-03-01,0.0013314536340851557,0.0,0.036033333333333334
1884-04-01,-0.04019968553459119,-0.020614123639157086,0.035949999999999996
1884-05-01,-0.07572957839262173,-0.021056970249485163,0.03586666666666667
1884-06-01,-0.03512544802867401,0.0,0.035783333333333334
1884-07-01,0.005947309417040358,-0.010745798757975163,0.035699999999999996
1884-08-01,0.06869768310911817,0.0,0.035616666666666665
1884-09-01,-0.02610759493670889,-0.010871777761328683,0.03553333333333333
1884-10-01,-0.02699164851125624,-0.010991272432529361,0.03545
1884-11-01,-0.014420045045045238,-0.022217388040264636,0.03536666666666667
1884-12-01,0.0036398467432949833,-0.011365944697188376,0.03528333333333333
1885-01-01,-0.017200460829492892,0.0,0.0352
1885-02-01,0.03652319182389929,0.011496614582740695,0.035074999999999995
1885-03-01,0.007866132723111985,-0.022731889394376963,0.03495
1885-04-01,0.0031716133942161218,0.011630323934488146,0.034825
1885-05-01,-0.006086956521739184,-0.022989315508202622,0.034699999999999995
1885-06-01,0.0006751543209875255,-0.023529258644535894,0.034575
1885-07-01,0.042426356589147396,0.012047599693162568,0.03445
1885-08-01,0.06097346786248137,0.0,0.034325
1885-09-01,-0.008182944090587285,-0.011904182863350713,0.0342
1885-10-01,0.0625752688172041,0.0,0.034075
1885-11-01,0.06920392953929544,0.012047599693162568,0.03395000000000001
1885-12-01,-0.003816793893129833,0.023808365726701648,0.033825
1886-01-01,0.003818910256410346,-0.0232547091074045,0.0337
1886-02-01,0.023024038461538332,0.0,0.033825
1886-03-01,-0.017059748427672883,-0.011904182863350713,0.03395000000000001
1886-04-01,-0.00974149004495839,-0.012048625260669061,0.034075
1886-05-01,-0.015760091145833544,-0.02439009190463494,0.0342
1886-06-01,0.049634794156706574,-0.012500452232648635,0.034325
1886-07-01,0.018861904761904746,0.012658691602351663,0.03445
1886-08-01,0.011049093183239656,0.012499388206060863,0.034575
1886-09-01,0.029562383612662835,0.0,0.034699999999999995
1886-10-01,0.028785541439806384,0.0,0.034825
1886-11-01,0.028048672566371557,0.0,0.03495
1886-12-01,-0.022740356937248185,0.012346132992158454,0.035074999999999995
1887-01-01,-0.007350768321512935,0.024390092032808165,0.0352
1887-02-01,-0.0038082437275985814,0.011905196222313959,0.035324999999999995
1887-03-01,0.026887785800240538,0.0,0.03545
1887-04-01,0.02630805408583181,0.0,0.035575
1887-05-01,0.020581896551724155,0.0,0.0357
1887-06-01,-0.025494350282485922,-0.011765130040599581,0.035825
1887-07-01,-0.020978766724840114,-0.011904182863350713,0.035949999999999996
1887-08-01,-0.02146690518783545,0.012047599693162568,0.036074999999999996
1887-09-01,-0.009136085626911372,-0.011904182863350713,0.0362
1887-10-01,-0.029662329615861127,0.012047599693162568,0.036324999999999996
1887-11-01,0.02319711538461533,0.011905196222313959,0.03645
1887-12-01,-0.0017295597484278113,0.02353026008119938,0.036574999999999996
1888-01-01,0.011516445287792498,0.011496614582740695,0.036699999999999997
1888-02-01,-0.0017780916509728684,-0.011365944697188376,0.03651666666666666
1888-03-01,-0.03401199494949492,0.0,0.036333333333333336
1888-04-01,0.007928149606299062,-0.01149661458274091,0.03615
1888-05-01,0.01767483660130731,-0.011626364760107024,0.03596666666666667
1888-06-01,-0.027079303675048516,-0.011765130040599581,0.035783333333333334
1888-07-01,0.02991184298070526,0.011905196222313959,0.03560000000000001
1888-08-01,0.025238326848249226,0.0,0.03541666666666667
1888-09-01,0.02849206349206357,0.0,0.03523333333333333
1888-10-01,-0.0019625154894672425,0.011763127167273268,0.03505
1888-11-01,-0.016951713395638612,0.011630323934488146,0.03486666666666667
1888-12-01,-0.015426208651399542,0.0,0.03468333333333333
1889-01-01,0.02317120622568103,-0.034483973262303826,0.0345
1889-02-01,0.01508110687022901,-0.011904182863350713,0.034475000000000006
1889-03-01,-0.017177672955974832,-0.012048625260669061,0.03445
1889-04-01,0.001713230571611879,0.0,0.034425
1889-05-01,0.030659588159588358,-0.02439009190463494,0.03440000000000001
1889-06-01,0.020441729323308122,0.0,0.034375
1889-07-01,-0.016879235982747987,0.0,0.034350000000000006
1889-08-01,0.016718553459119434,0.0,0.034325
1889-09-01,0.027661390440720135,0.012499388206060863,0.0343
1889-10-01,-0.014822727272727265,0.0,0.034275
1889-11-01,-0.005851851851851997,0.0,0.03425
1889-12-01,-0.00218068535825533,0.012346132992158454,0.034225
1890-01-01,0.014724310776942362,-0.02439009190463494,0.0342
1890-02-01,-0.007744733581164676,0.0,0.03436666666666666
1890-03-01,-0.004072681704260672,0.0,0.03453333333333333
